20,5,"Row/Col hourly results data begin"
"Hourly Results of CEC Compliance Manager"
,Software:,,"CBECC-CLI 2025.3.0 RC (1415)"
,CompMgr:,,"BEMCmpMgr 2025.3.0-RC (1083)"
,OpenStudio:,,"n/a"
,EnergyPlus:,,"n/a"
,CSE:,,"CSE 1.0.0-rc1 EXE"
,Ruleset:,,"Constructed At Runtime"
Run Title:,,,"MF8  Individual Supply + Individual Exhaust (SZHP-HRV)"
Run Date/Time:,,,"2026-09-23 13:37:41"
NonRes Cond. Area:,,,0
Residential Cond. Area:,,,7320
Gross-Up adjustment to NEM3:,,,6.6,%
Model:,,,"Proposed"
Model File:,,,"C:\Users\MichaelSawford\Documents\Claude\Projects\Complex HVAC\v1.1_build\output\EX01_MF_Ventilation\1d\EX01d_MF08_BAL_HRV_SZHP_CZ09\EX01d_MF08_BAL_HRV_SZHP_CZ09.cibd25x"

,,,,Site Electric Use,,,,,,,,,,,,,Site Natural Gas Use,,,,,,,,,,,,,Site Propane Use,,,,,,,,,,,,,LSC Multipliers,,,Source Energy Multipliers,,,CO2 Emissions Multipliers,,,Elec Demand,Building Wide,
,,,Local Time,Spc Heat,Spc Cool,Indr Fans,Heat Rej,Pump&Misc,Dom HW,Lighting,Recept,Process,Othr Ltg,Proc Mtrs,Tot Comp,TOTAL,Spc Heat,Spc Cool,Indr Fans,Heat Rej,Pump&Misc,Dom HW,Lighting,Recept,Process,Othr Ltg,Proc Mtrs,Tot Comp,TOTAL,Spc Heat,Spc Cool,Indr Fans,Heat Rej,Pump&Misc,Dom HW,Lighting,Recept,Process,Othr Ltg,Proc Mtrs,Tot Comp,TOTAL,Electric,NatGas,OtherFuel,Electric,NatGas,OtherFuel,Electric,NatGas,OtherFuel,,PV,Battery,NEM3 LSC,
5,29,8, 05/29 09,0,0,0.147841,0,0,1.33305,0,1.13377,0.930358,0.164216,0,1.48089,3.70923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.78381,1141.87,985.132,0.086406,89.9626,100,4.57174e-06,0.0060051,0.006288,0,-2.39327,0,0.283094,
5,29,9, 05/29 10,0,0,0.147841,0,0,1.78264,0,1.08336,2.30367,0.140067,0,1.93048,5.45757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.74995,1141.87,985.132,0.0664988,89.9626,100,3.51845e-06,0.0060051,0.006288,0,-3.33402,0,0.256499,
5,29,10, 05/29 11,0,0,0.147841,0,0,2.15094,0,1.09414,6.53791,0.130407,0,2.29878,10.0612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.74779,1141.87,985.132,0.0641164,89.9626,100,3.3924e-06,0.0060051,0.006288,0,-4.44607,0,0.254802,
5,29,11, 05/29 12,0,0,0.147841,0,0,2.15244,0,1.09414,3.30206,0.120747,0,2.30028,6.81722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.77155,1141.87,985.132,0.061628,89.9626,100,3.26074e-06,0.0060051,0.006288,0,-9.5852,0,0.273463,
5,29,12, 05/29 13,0,0,0.147841,0,0,1.82647,0,1.10216,11.5422,0.101428,0,1.97431,14.7201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.73331,1141.87,985.132,0.0640104,89.9626,100,3.38679e-06,0.0060051,0.006288,0,-10.8026,0,0.243431,
5,29,13, 05/29 14,0,0,0.147841,0,0,0.911514,0,1.12479,0.601749,0.101428,0,1.05936,2.88733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.74264,1141.87,985.132,0.0664988,89.9626,100,3.51845e-06,0.0060051,0.006288,0,-9.68919,0,0.25076,
5,29,14, 05/29 15,0,0,0.147841,0,0,0.351178,0,1.16005,0.610153,0.101428,0,0.499019,2.37065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.79283,1141.87,985.132,0.0641164,89.9626,100,3.3924e-06,0.0060051,0.006288,0,-9.28549,0,0.290178,
5,29,15, 05/29 16,0,0,0.147841,0,0,0,0,1.18941,0.70644,0.125577,0,0.147841,2.16927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.73834,1141.87,985.132,0.0664988,89.9626,100,3.51845e-06,0.0060051,0.006288,0,-7.70508,0,0.247382,
5,29,16, 05/29 17,0,0,0.147841,0,0,0,0,1.32859,1.04282,0.149727,0,0.147841,2.66898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.82185,1141.87,985.132,0.0789408,89.9626,100,4.17676e-06,0.0060051,0.006288,0,-6.54287,0,0.312968,
5,29,17, 05/29 18,0,0,0.147841,0,0,0.0553738,0,1.51304,1.4715,0.212515,0,0.203215,3.40027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.88047,1141.87,985.132,0.100701,89.9626,100,5.32807e-06,0.0060051,0.006288,0,-3.9228,0,0.359009,
5,29,18, 05/29 19,0,0,0.147841,0,0,0.575411,0,1.64282,1.43919,0.405711,0,0.723252,4.21097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.15777,1141.87,985.132,0.474594,89.9626,100,2.51108e-05,0.0060051,0.006288,0,-1.32225,0,0.5768,
5,29,19, 05/29 20,0,0,0.147841,0,0,0.513773,0,1.7313,1.0244,0.565097,0,0.661614,3.98242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13378,1141.87,985.132,0.997878,89.9626,100,5.27977e-05,0.0060051,0.006288,0,-0.204534,0,1.34334,
5,29,20, 05/29 21,0,0,0.147841,0,0,0,0,1.80648,0.730242,0.545777,0,0.147841,3.23034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13343,1141.87,985.132,0.997878,89.9626,100,5.27977e-05,0.0060051,0.006288,0,0,0,1.34306,
5,29,21, 05/29 22,0,0,0.147841,0,0,0.632578,0,1.80037,0.861999,0.46367,0,0.78042,3.90646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13372,1141.87,985.132,0.997878,89.9626,100,5.27977e-05,0.0060051,0.006288,0,0,0,1.34329,
5,29,22, 05/29 23,0,0,0.147841,0,0,1.95602,0,1.60315,2.72,0.304283,0,2.10386,6.7313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13382,1141.87,985.132,0.997878,89.9626,100,5.27977e-05,0.0060051,0.006288,0,0,0,1.34337,
5,29,23, 05/29 24,0,0,0.147841,0,0,1.14797,0,1.37268,0.502024,0.188366,0,1.29582,3.35888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.14047,1141.87,985.132,1.00452,89.9626,100,5.31493e-05,0.0060051,0.006288,0,0,0,1.3486,
5,29,24, 05/30 01,0,0,0.147841,0,0,0.124102,0,1.10496,0.469742,0.111087,0,0.271943,1.95773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13737,1141.87,985.132,1.00019,89.9626,100,5.29202e-05,0.0060051,0.006288,0,0,0,1.34616,
5,30,1, 05/30 02,0,0,0.147841,0,0,0.558982,0,1.01167,0.444409,0.0917679,0,0.706824,2.25467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.16956,1141.87,985.132,1.10654,89.9626,100,5.85468e-05,0.0060051,0.006288,0,0,0,1.37144,
5,30,2, 05/30 03,0,0,0.147841,0,0,0,0,0.955077,0.432967,0.0724484,0,0.147841,1.60833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.16954,1141.87,985.132,1.10654,89.9626,100,5.85468e-05,0.0060051,0.006288,0,0,0,1.37143,
5,30,3, 05/30 04,0,0,0.147841,0,0,0,0,0.951717,0.424148,0.082108,0,0.147841,1.60581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.16953,1141.87,985.132,1.10816,89.9626,100,5.86327e-05,0.0060051,0.006288,0,0,0,1.37142,
5,30,4, 05/30 05,0,0,0.147841,0,0,0,0,0.90576,0.418182,0.101428,0,0.147841,1.57321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.16955,1141.87,985.132,1.10816,89.9626,100,5.86327e-05,0.0060051,0.006288,0,0,0,1.37144,
5,30,5, 05/30 06,0,0,0.147841,0,0,0,0,0.973739,0.428259,0.149727,0,0.147841,1.69957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.16962,1141.87,985.132,1.10816,89.9626,100,5.86327e-05,0.0060051,0.006288,0,0,0,1.37149,
5,30,6, 05/30 07,0,0,0.147841,0,0,0.271272,0,1.08294,0.467954,0.202855,0,0.419113,2.17286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.12792,1141.87,985.132,1.08119,89.9626,100,5.72058e-05,0.0060051,0.006288,0,-0.333601,0,1.33874,
5,30,7, 05/30 08,0,0,0.147841,0,0,0,0,1.16957,0.578237,0.198026,0,0.147841,2.09368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.03116,1141.87,985.132,0.279002,89.9626,100,1.4762e-05,0.0060051,0.006288,0,-1.26212,0,0.477362,
5,30,8, 05/30 09,0,0,0.147841,0,0,0.334782,0,1.12636,0.715896,0.164216,0,0.482623,2.4891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.90359,1141.87,985.132,0.103295,89.9626,100,5.46534e-06,0.0060051,0.006288,0,-2.17328,0,0.377169,
5,30,9, 05/30 10,0,0,0.147841,0,0,0,0,1.10585,1.15542,0.140067,0,0.147841,2.54918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.81474,1141.87,985.132,0.0883646,89.9626,100,4.67537e-06,0.0060051,0.006288,0,-3.47756,0,0.307385,
5,30,10, 05/30 11,0,0,0.147841,0,0,0.381011,0,1.12328,4.99916,0.130407,0,0.528853,6.7817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8111,1141.87,985.132,0.0761345,89.9626,100,4.02828e-06,0.0060051,0.006288,0,-3.97961,0,0.304526,
5,30,11, 05/30 12,0,0,0.147841,0,0,1.65143,0,1.10408,5.78153,0.120747,0,1.79927,8.80563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.80019,1141.87,985.132,0.0761345,89.9626,100,4.02828e-06,0.0060051,0.006288,0,-7.12608,0,0.295962,
5,30,12, 05/30 13,0,0,0.147841,0,0,1.64409,0,1.0988,0.80115,0.101428,0,1.79193,3.79331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.80821,1141.87,985.132,0.0761345,89.9626,100,4.02828e-06,0.0060051,0.006288,0,-11.4315,0,0.302257,
5,30,13, 05/30 14,0,0,0.147841,0,0,1.90091,0,1.13214,0.786894,0.101428,0,2.04875,4.06921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.80842,1141.87,985.132,0.0808994,89.9626,100,4.28039e-06,0.0060051,0.006288,0,-11.0992,0,0.302424,
5,30,14, 05/30 15,0,0,0.147841,0,0,1.66692,0,1.18406,0.796793,0.101428,0,1.81476,3.89704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.78866,1141.87,985.132,0.0883646,89.9626,100,4.67537e-06,0.0060051,0.006288,0,-9.8981,0,0.286902,
5,30,15, 05/30 16,0,0,0.147841,0,0,0.0989118,0,1.24333,0.827376,0.125577,0,0.246753,2.44303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.82462,1141.87,985.132,0.0883646,89.9626,100,4.67537e-06,0.0060051,0.006288,0,-8.48759,0,0.315144,
5,30,16, 05/30 17,0,0,0.147841,0,0,0.311623,0,1.37921,1.1487,0.149727,0,0.459464,3.1371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.85099,1141.87,985.132,0.100807,89.9626,100,5.33367e-06,0.0060051,0.006288,0,-6.26079,0,0.335859,
5,30,17, 05/30 18,0,0,0.147841,0,0,0.585086,0,1.533,3.22782,0.212515,0,0.732927,5.70626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.92643,1141.87,985.132,0.124737,89.9626,100,6.59983e-06,0.0060051,0.006288,0,-2.73879,0,0.395107,
5,30,18, 05/30 19,0,0,0.147841,0,0,1.40567,0,1.63877,4.10018,0.405711,0,1.55351,7.69817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.34178,1141.87,985.132,0.765075,89.9626,100,4.04801e-05,0.0060051,0.006288,0,-0.675233,0,0.721315,
5,30,19, 05/30 20,0,0,0.147841,0,0,1.10649,0,1.704,3.07566,0.565097,0,1.25433,6.59909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.16765,1141.87,985.132,1.11054,89.9626,100,5.87588e-05,0.0060051,0.006288,0,-0.0781413,0,1.36994,
5,30,20, 05/30 21,0,0,0.147841,0,0,0.523673,0,1.76587,0.685099,0.545777,0,0.671514,3.66826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.16745,1141.87,985.132,1.11054,89.9626,100,5.87588e-05,0.0060051,0.006288,0,0,0,1.36979,
5,30,21, 05/30 22,0,0,0.147841,0,0,0.284514,0,1.75647,0.930354,0.46367,0,0.432355,3.58285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.169,1141.87,985.132,1.11054,89.9626,100,5.87588e-05,0.0060051,0.006288,0,0,0,1.371,
5,30,22, 05/30 23,0,0,0.147841,0,0,0,0,1.5799,1.15502,0.304283,0,0.147841,3.18705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.16959,1141.87,985.132,1.11054,89.9626,100,5.87588e-05,0.0060051,0.006288,0,0,0,1.37146,
5,30,23, 05/30 24,0,0,0.147841,0,0,0.166215,0,1.34627,2.6765,0.188366,0,0.314056,4.52519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.17625,1141.87,985.132,1.11231,89.9626,100,5.88524e-05,0.0060051,0.006288,0,0,0,1.3767,
5,30,24, 05/31 01,0,0,0.147841,0,0,0.526067,0,1.10496,0.471287,0.111087,0,0.673908,2.36124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.17309,1141.87,985.132,1.11069,89.9626,100,5.87665e-05,0.0060051,0.006288,0,0,0,1.37421,
5,31,1, 05/31 02,0,0,0.147841,0,0,0.347621,0,1.01167,0.445696,0.0917679,0,0.495462,2.04459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.24054,1141.87,985.132,1.17784,89.9626,100,6.23196e-05,0.0060051,0.006288,0,0,0,1.42719,
5,31,2, 05/31 03,0,0,0.147841,0,0,1.32087,0,0.955077,0.434004,0.0724484,0,1.46871,2.93024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.24051,1141.87,985.132,1.17784,89.9626,100,6.23196e-05,0.0060051,0.006288,0,0,0,1.42716,
5,31,3, 05/31 04,0,0,0.147841,0,0,0.459415,0,0.951717,0.425065,0.082108,0,0.607257,2.06615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.24052,1141.87,985.132,1.17784,89.9626,100,6.23196e-05,0.0060051,0.006288,0,0,0,1.42717,
5,31,4, 05/31 05,0,0,0.147841,0,0,0,0,0.90576,0.419173,0.101428,0,0.147841,1.5742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.24058,1141.87,985.132,1.17784,89.9626,100,6.23196e-05,0.0060051,0.006288,0,0,0,1.42722,
5,31,5, 05/31 06,0,0,0.147841,0,0,0,0,0.973739,0.429256,0.149727,0,0.147841,1.70056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.24053,1141.87,985.132,1.17784,89.9626,100,6.23196e-05,0.0060051,0.006288,0,0,0,1.42718,
5,31,6, 05/31 07,0,0,0.147841,0,0,0.223284,0,1.08294,0.616672,0.202855,0,0.371126,2.27359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.17851,1141.87,985.132,1.15235,89.9626,100,6.09707e-05,0.0060051,0.006288,0,-0.235455,0,1.37847,
5,31,7, 05/31 08,0,0,0.147841,0,0,0.881924,0,1.16957,2.05221,0.198026,0,1.02977,4.44958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.73046,1141.87,985.132,0.637828,89.9626,100,3.37475e-05,0.0060051,0.006288,0,-0.930978,0,1.02658,
5,31,8, 05/31 09,0,0,0.147841,0,0,1.24133,0,1.12636,3.02278,0.164216,0,1.38917,5.70253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5934,1141.87,985.132,0.383625,89.9626,100,2.02976e-05,0.0060051,0.006288,0,-1.41687,0,0.918938,
5,31,9, 05/31 10,0,0,0.147841,0,0,1.66415,0,1.10585,4.12037,0.140067,0,1.81199,7.17828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.48359,1141.87,985.132,0.308689,89.9626,100,1.63327e-05,0.0060051,0.006288,0,-2.00896,0,0.832693,
5,31,10, 05/31 11,0,0,0.147841,0,0,1.22026,0,1.12328,1.04063,0.130407,0,1.3681,3.66242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.50857,1141.87,985.132,0.305985,89.9626,100,1.61897e-05,0.0060051,0.006288,0,-1.18023,0,0.852311,
5,31,11, 05/31 12,0,0,0.147841,0,0,1.06173,0,1.10408,2.18424,0.120747,0,1.20957,4.61863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4738,1141.87,985.132,0.286348,89.9626,100,1.51507e-05,0.0060051,0.006288,0,-3.34585,0,0.825004,
5,31,12, 05/31 13,0,0,0.147841,0,0,0.667319,0,1.0988,2.18591,0.101428,0,0.815161,4.2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.47658,1141.87,985.132,0.281411,89.9626,100,1.48895e-05,0.0060051,0.006288,0,-4.8677,0,0.827185,
5,31,13, 05/31 14,0,0,0.147841,0,0,0,0,1.13214,0.783369,0.101428,0,0.147841,2.16478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.48448,1141.87,985.132,0.295777,89.9626,100,1.56496e-05,0.0060051,0.006288,0,-2.79492,0,0.833388,
5,31,14, 05/31 15,0,0,0.147841,0,0,0.921511,0,1.18406,0.792881,0.101428,0,1.06935,3.14772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.48711,1141.87,985.132,0.305395,89.9626,100,1.61584e-05,0.0060051,0.006288,0,-4.12664,0,0.835459,
5,31,15, 05/31 16,0,0,0.147841,0,0,1.41003,0,1.24333,0.823629,0.125577,0,1.55787,3.75041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.47361,1141.87,985.132,0.307777,89.9626,100,1.62845e-05,0.0060051,0.006288,0,-3.79828,0,0.824856,
5,31,16, 05/31 17,0,0,0.147841,0,0,1.44156,0,1.37921,1.19987,0.149727,0,1.5894,4.31821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.47914,1141.87,985.132,0.312542,89.9626,100,1.65366e-05,0.0060051,0.006288,0,-3.2046,0,0.829197,
5,31,17, 05/31 18,0,0,0.147841,0,0,0.547233,0,1.533,3.51498,0.212515,0,0.695075,5.95557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.58612,1141.87,985.132,0.388268,89.9626,100,2.05433e-05,0.0060051,0.006288,0,-2.9202,0,0.913218,
5,31,18, 05/31 19,0,0,0.147841,0,0,0,0,1.63877,2.39138,0.405711,0,0.147841,4.58371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.11493,1141.87,985.132,1.08718,89.9626,100,5.75226e-05,0.0060051,0.006288,0,-1.29936,0,1.32853,
5,31,19, 05/31 20,0,0,0.147841,0,0,0,0,1.704,1.98601,0.565097,0,0.147841,4.40295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2432,1141.87,985.132,1.18565,89.9626,100,6.27325e-05,0.0060051,0.006288,0,-0.203666,0,1.42928,
5,31,20, 05/31 21,0,0,0.147841,0,0,0.327559,0,1.76587,0.682148,0.545777,0,0.475401,3.4692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.24285,1141.87,985.132,1.18565,89.9626,100,6.27325e-05,0.0060051,0.006288,0,0,0,1.429,
5,31,21, 05/31 22,0,0,0.147841,0,0,0.539123,0,1.75647,0.572325,0.46367,0,0.686964,3.47943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.24502,1141.87,985.132,1.18944,89.9626,100,6.29334e-05,0.0060051,0.006288,0,0,0,1.43071,
5,31,22, 05/31 23,0,0,0.147841,0,0,0.514842,0,1.5799,0.522912,0.304283,0,0.662683,3.06978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2458,1141.87,985.132,1.18944,89.9626,100,6.29334e-05,0.0060051,0.006288,0,0,0,1.43132,
5,31,23, 05/31 24,0,0,0.147841,0,0,0.535047,0,1.34627,0.489622,0.188366,0,0.682889,2.70715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25098,1141.87,985.132,1.20297,89.9626,100,6.36492e-05,0.0060051,0.006288,0,0,0,1.43538,
5,31,24, 06/01 01,0,0,0.147841,0,0,0.156595,0,1.05866,0.46255,0.105798,0,0.304437,1.93145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.24436,1141.87,985.132,1.18471,89.9626,100,6.26828e-05,0.0060051,0.006288,0,0,0,1.43019,
6,1,1, 06/01 02,0,0,0.147841,0,0,0.162164,0,0.957796,0.44223,0.0873981,0,0.310005,1.79743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.30324,1138.34,945.887,1.3591,89.9626,100,7.19102e-05,0.0060051,0.006288,0,0,0,1.47643,
6,1,2, 06/01 03,0,0,0.147841,0,0,0.321359,0,0.919097,0.430709,0.0689983,0,0.469201,1.88801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.30424,1138.34,945.887,1.3591,89.9626,100,7.19102e-05,0.0060051,0.006288,0,0,0,1.47722,
6,1,3, 06/01 04,0,0,0.147841,0,0,1.0197,0,0.912446,0.424331,0.0781982,0,1.16754,2.58252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.30341,1138.34,945.887,1.35736,89.9626,100,7.18179e-05,0.0060051,0.006288,0,0,0,1.47656,
6,1,4, 06/01 05,0,0,0.147841,0,0,0.265105,0,0.871833,0.419279,0.0965977,0,0.412946,1.80066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.30344,1138.34,945.887,1.35736,89.9626,100,7.18179e-05,0.0060051,0.006288,0,0,0,1.47659,
6,1,5, 06/01 06,0,0,0.147841,0,0,0.297292,0,0.936235,0.492978,0.142597,0,0.445134,2.01694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.30443,1138.34,945.887,1.35736,89.9626,100,7.18179e-05,0.0060051,0.006288,0,0,0,1.47736,
6,1,6, 06/01 07,0,0,0.147841,0,0,0.0640454,0,1.06121,0.551071,0.193195,0,0.211887,2.01736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.04322,1138.34,945.887,1.26624,89.9626,100,6.69968e-05,0.0060051,0.006288,0,-0.127481,0,1.27222,
6,1,7, 06/01 08,0,0,0.147841,0,0,0,0,1.14866,1.02348,0.188596,0,0.147841,2.50857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.31585,1138.34,945.887,0.481644,89.9626,100,2.54838e-05,0.0060051,0.006288,0,-0.573307,0,0.700954,
6,1,8, 06/01 09,0,0,0.147841,0,0,0.403502,0,1.08917,1.04826,0.156396,0,0.551343,2.84517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.21421,1138.34,945.887,0.203686,89.9626,100,1.0777e-05,0.0060051,0.006288,0,-1.14269,0,0.621122,
6,1,9, 06/01 10,0,0,0.147841,0,0,0.830652,0,1.04044,1.81117,0.133397,0,0.978493,3.9635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.19608,1138.34,945.887,0.18368,89.9626,100,9.71853e-06,0.0060051,0.006288,0,-2.05914,0,0.606882,
6,1,10, 06/01 11,0,0,0.147841,0,0,1.20329,0,1.04939,1.60356,0.124197,0,1.35113,4.12828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.19648,1138.34,945.887,0.14558,89.9626,100,7.70262e-06,0.0060051,0.006288,0,-2.90461,0,0.607197,
6,1,11, 06/01 12,0,0,0.147841,0,0,0.280826,0,1.04939,0.589635,0.114997,0,0.428667,2.18269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.16195,1138.34,945.887,0.10664,89.9626,100,5.64231e-06,0.0060051,0.006288,0,-5.68183,0,0.58008,
